texto_acordao,
"Vistos, relatados e discutidos estes autos, ACORDAM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em concordância com o entendimento do Ministério Público de Contas, julgar pelo arquivamento dos autos, com substrato no art. 209, V, da norma regimental, pela intimação da atual gestão da PREFEITURA MUNICIPAL DE JARDIM DE PIRANHAS e da PGE/RN sobre o resultado da presente decisão, em face do decidido na ADPF 1011, bem como pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente), nos termos da proposta de voto da Conselheira Substituta Relatora.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Ministério Público de Contas, julgar pelo registro do ato admissional, nos termos do art. 71, III, da Constituição da República c/c art. 95, I, da LC nº 464/2012, bem como pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º, XXXIII, da Lei Política vigente), e, após o trânsito em julgado da decisão, pelo arquivamento dos autos, nos termos da proposta de voto da Conselheira Substituta Relatora.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Ministério Público de Contas, julgar pelo registro do ato admissional, nos termos do art. 71, III, da Constituição da República c/c art. 95, I, da LC nº 464/2012, bem como pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º, XXXIII, da Lei Política vigente), e, após o trânsito em julgado da decisão, pelo arquivamento dos autos, nos termos da proposta de voto da Conselheira Substituta Relatora.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Ministério Público de Contas, julgar pelo registro do ato admissional, nos termos do art. 71, III, da Constituição da República c/c art. 95, I, da LC nº 464/2012, bem como pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º, XXXIII, da Lei Política vigente), e, após o trânsito em julgado da decisão, pelo arquivamento dos autos, nos termos da proposta de voto da Conselheira Substituta Relatora.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Ministério Público de Contas, julgar pelo registro do ato admissional, nos termos do art. 71, III, da Constituição da República c/c art. 95, I, da LC nº 464/2012, bem como pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º, XXXIII, da Lei Política vigente), e, após o trânsito em julgado da decisão, pelo arquivamento dos autos, nos termos da proposta de voto da Conselheira Substituta Relatora.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Ministério Público de Contas, julgar pelo registro do ato revisor do benefício, nos termos do art. 71, III, da Constituição Federal, do art. 53, III, da Constituição Estadual e do art. 95, III, da Lei Complementar Estadual nº 464/2012, bem como pela ampla divulgação desta decisão, em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º, XXXIII, da Lei Política vigente), e, após o trânsito em julgado da decisão, pelo arquivamento dos autos, nos termos da proposta de voto da Conselheira Substituta Relatora.",
"Vistos, relatados e discutidos estes autos, com fundamento no art. 73 da LC 464/2012 c/c art. 1° da LC 684/2021, ACORDAM os Conselheiros, nos termos do voto proposto pela Conselheiro Substituta Relatora, julgar pela aprovação da matéria, quitação do responsável e arquivamento do caderno.
Finalmente, por ampla divulgação do que for decidido pelo órgão fracionário em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente).
",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhado ao posicionamento do Corpo Técnico e do Ministério Público de Contas, e acolhendo integralmente a proposta de voto do Conselheiro Relator, julgar pelo:

    a) REGISTRO EXCEPCIONAL DO ATO DE ADMISSÃO, com supedâneo nos artigos 71, inciso III, da Constituição Federal, 53, inciso III, da Constituição Estadual, e no art. 95, I, da Lei Complementar Estadual nº 464/2012, e nos termos da Súmula nº 26 desta Corte de Contas.

Deverá ser realizada apenas a publicação desta Decisão no Diário Oficial do TCE/RN, tendo em vista que não se faz presente quaisquer das situações elencadas no art. 47, parágrafo único, da LCE nº 464/2012.",
"Vistos, relatados e discutidos estes autos de processo de monitoramento do cumprimento da determinação contida na Decisão nº 378/2020, em consonância com entendimento do Corpo Técnico e do Parecer do Ministério Público de Contas, ACORDAM os Conselheiros, nos termos da proposta de voto proferida pelo Conselheiro Relator, julgar:

1. Pela APLICAÇÃO DE MULTA no valor de R$1.000,00 (mil reais) para o então gestor responsável, à época dos fatos, pelo Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte - IPERN, senhor Nereu Batista Linhares, nos termos do artigo 107, inciso II, alínea “f”, da Lei Complementar Estadual nº 464/2012 c/c o artigo 323, inciso II, alínea `f`, do Regimento Interno desta Casa, em virtude do descumprimento de determinação do Tribunal (Decisão nº 378/2020 – TC, evento 31);
2. Pela INTIMAÇÃO da referida autoridade competente nominada, a fim de que tome conhecimento desta decisão e, se for o caso, apresente recurso no prazo regimental;
3. Pela RENOVAÇÃO DA DETERMINAÇÃO constante na decisão retro, estipulando o prazo de 30 (trinta) dias úteis, após o trânsito em julgado, para que o IPERN, no seu atual gestor, no uso de suas atribuições, regularize a situação noticiada nos autos.

Por fim, esclarecendo ao órgão de origem que a denegação ora declarada não enseja a suspensão do pagamento dos proventos de aposentadoria do interessado, mas tão somente demanda a sua correção consoante as determinações expostas anteriormente. ",
"Vistos, relatados e discutidos estes autos de processo de monitoramento do cumprimento da determinação contida na Decisão nº 381/2020, em consonância com entendimento do Corpo Técnico e do Parecer do Ministério Público de Contas, ACORDAM os Conselheiros, nos termos da proposta de voto proferida pelo Conselheiro Relator, julgar:

1. Pela APLICAÇÃO DE MULTA no valor de R$1.000,00 (mil reais) para o então gestor responsável, à época dos fatos, pelo Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte - IPERN, senhor Nereu Batista Linhares, nos termos do artigo 107, inciso II, alínea “f”, da Lei Complementar Estadual nº 464/2012 c/c o artigo 323, inciso II, alínea `f`, do Regimento Interno desta Casa, em virtude do descumprimento de determinação do Tribunal (Decisão nº 381/2020 – TC, evento 33);
2. Pela INTIMAÇÃO da referida autoridade competente nominada, a fim de que tome conhecimento desta decisão e, se for o caso, apresente recurso no prazo regimental;
3. Pela RENOVAÇÃO DA DETERMINAÇÃO constante na decisão retro, estipulando o prazo de 30 (trinta) dias úteis, após o trânsito em julgado, para que o IPERN, no seu atual gestor, no uso de suas atribuições, regularize a situação noticiada nos autos.

Por fim, esclarecem ao órgão de origem que a denegação ora declarada não enseja a suspensão do pagamento dos proventos de aposentadoria do interessado, mas tão somente demanda a sua correção consoante as determinações expostas anteriormente. ",
"Vistos, relatados e discutidos estes autos de processo de monitoramento do cumprimento da determinação contida na Decisão nº 47/2020, em consonância com entendimento do Corpo Técnico e do Parecer do Ministério Público de Contas, ACORDAM os Conselheiros, nos termos da proposta de voto proferida pelo Conselheiro Relator, julgar:

1. Pela APLICAÇÃO DE MULTA no valor de R$1.000,00 (mil reais) para o então gestor responsável, à época dos fatos, pelo Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte - IPERN, senhor Nereu Batista Linhares, nos termos do artigo 107, inciso II, alínea “f”, da Lei Complementar Estadual nº 464/2012 c/c o artigo 323, inciso II, alínea `f`, do Regimento Interno desta Casa, em virtude do descumprimento de determinação do Tribunal (Decisão nº 47/2020 – TC, evento 30);
2. Pela INTIMAÇÃO da referida autoridade competente nominada, a fim de que tome conhecimento desta decisão e, se for o caso, apresente recurso no prazo regimental;
3. Pela RENOVAÇÃO DA DETERMINAÇÃO constante na decisão retro, estipulando o prazo de 30 (trinta) dias úteis, após o trânsito em julgado, para que o IPERN, no seu atual gestor, no uso de suas atribuições, regularize a situação noticiada nos autos.

Por fim, esclarecem ao órgão de origem que a denegação ora declarada não enseja a suspensão do pagamento dos proventos de aposentadoria do interessado, mas tão somente demanda a sua correção consoante as determinações expostas anteriormente. ",
"Vistos, relatados e discutidos estes autos de processo de monitoramento do cumprimento da determinação contida na Decisão nº 473/2020, em consonância com entendimento do Corpo Técnico e do Parecer do Ministério Público de Contas, ACORDAM os Conselheiros, nos termos da proposta de voto proferida pelo Conselheiro Relator, julgar:

1. Pela APLICAÇÃO DE MULTA no valor de R$1.000,00 (mil reais) para o então gestor responsável, à época dos fatos, pelo Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte - IPERN, senhor Nereu Batista Linhares, nos termos do artigo 107, inciso II, alínea “f”, da Lei Complementar Estadual nº 464/2012 c/c o artigo 323, inciso II, alínea `f`, do Regimento Interno desta Casa, em virtude do descumprimento de determinação do Tribunal (Decisão nº 473/2020 – TC, evento 29);
2. Pela INTIMAÇÃO da referida autoridade competente nominada, a fim de que tome conhecimento desta decisão e, se for o caso, apresente recurso no prazo regimental;
3. Pela RENOVAÇÃO DA DETERMINAÇÃO constante na decisão retro, estipulando o prazo de 30 (trinta) dias úteis, após o trânsito em julgado, para que o IPERN, no seu atual gestor, no uso de suas atribuições, regularize a situação noticiada nos autos.

Por fim, esclarecem ao órgão de origem que a denegação ora declarada não enseja a suspensão do pagamento dos proventos de aposentadoria do interessado, mas tão somente demanda a sua correção consoante as determinações expostas anteriormente. ",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhando-se ao entendimento do Parquet de Contas e acolhendo integralmente a proposta de voto do Conselheiro Relator, julgar pelo:

a) REGISTRO TÁCITO DO ATO CONCESSIVO DA APOSENTADORIA, nos termos do disposto no art. 71, III da Constituição Federal, combinado com o art. 53, III da Constituição Estadual e art. 1º, III da Lei Complementar nº 464/2012 . 

Por fim, ressaltando que deverá ser realizada apenas a publicação desta Decisão no Diário Oficial do TCE/RN, tendo em vista que não se faz presente quaisquer das situações elencadas no art. 47, parágrafo único, da LCE nº 464/2012. ",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com o posicionamento do Corpo Técnico e concordando com a manifestação ministerial, com base nos arts. 71, inciso III, da Constituição Federal e art. 53, inciso III, da Constituição Estadual, e artigo 95, I, da Lei Complementar Estadual n.º 464/2012 e acolhendo integralmente a proposta de voto do Conselheiro Relator, julgar pela:

a) A DENEGAÇÃO DO REGISTRO do ato concessivo da aposentadoria sob análise;

b) A expedição de determinação ao Órgão Previdenciário responsável pela concessão do benefício, para que, no prazo de 60 (sessenta) dias úteis após o trânsito em julgado desta decisão, adote as seguintes correções necessárias para regularização do ato concessivo, e do cálculo dos proventos com:

b.1) A retificação da apuração do montante descrito na planilha apostilada ao ato aposentador (Evento 1, fl. 29).

 c) Em caso de descumprimento da presente decisão, a imposição de multa diária ao gestor responsável, desde já fixada no valor de R$ 50,00 (cinquenta reais) por dia que superar o interregno fixado no item `b`, com base no art. 110 da Lei Complementar Estadual nº 464/2012, sem prejuízo da aplicação da sanção prevista no art. 107, II, “f”, da Lei Complementar Estadual nº 464/2012, valor esse passível de revisão, limitado a limitado ao teto previsto no art. 323, inciso II, alínea `f`, do Regimento Interno, a ser apurado por ocasião de eventual subsistência de mora; e

d) A INTIMAÇÃO da referida autoridade competente e da parte interessada, a fim de que tomem conhecimento desta Decisão e, se for o caso, apresentem o recurso cabível

Por fim, esclarece ao órgão de origem que a denegação ora declarada não enseja a suspensão do pagamento dos proventos de aposentadoria da parte interessada, mas, tão somente, demanda a sua correção, consoante as determinações expostas anteriormente nesta Proposta de Voto.


",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, concordando com o Corpo Técnico e discordando do Ministério Público de Contas e acolhendo integralmente a proposta de voto do Conselheiro Relator, julgar pelo:

a) REGISTRO EXCEPCIONAL DO ATO DE ADMISSÃO, com supedâneo nos artigos 71, inciso III, da Constituição Federal, 53, inciso III, da Constituição Estadual, e no art. 95, I, da Lei Complementar Estadual nº 464/2012, e nos termos da Súmula nº 26 desta Corte de Contas; 
b) Deverá ser realizada apenas a publicação desta Decisão no Diário Oficial do TCE/RN, tendo em vista que não se fazem presentes quaisquer das situações elencadas no art. 47, parágrafo único, da LCE nº 464/2012.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, concordando com o Corpo Técnico e discordando do Ministério Público de Contas e acolhendo integralmente a proposta de voto do Conselheiro Relator, julgar pelo:

a) REGISTRO EXCEPCIONAL DO ATO DE ADMISSÃO, com supedâneo nos artigos 71, inciso III, da Constituição Federal, 53, inciso III, da Constituição Estadual, e no art. 95, I, da Lei Complementar Estadual nº 464/2012, e nos termos da Súmula nº 26 desta Corte de Contas; 
b) Deverá ser realizada apenas a publicação desta Decisão no Diário Oficial do TCE/RN, tendo em vista que não se fazem presentes quaisquer das situações elencadas no art. 47, parágrafo único, da LCE nº 464/2012.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, concordando com o Corpo Técnico e discordando do Ministério Público de Contas e acolhendo integralmente a proposta de voto do Conselheiro Relator, julgar pelo: 

a) REGISTRO EXCEPCIONAL DO ATO DE ADMISSÃO, com supedâneo nos artigos 71, inciso III, da Constituição Federal, 53, inciso III, da Constituição Estadual, e no art. 95, I, da Lei Complementar Estadual nº 464/2012, e nos termos da Súmula nº 26 desta Corte de Contas; 

b) Deverá ser realizada apenas a publicação desta Decisão no Diário Oficial do TCE/RN, tendo em vista que não se fazem presentes quaisquer das situações elencadas no art. 47, parágrafo único, da LCE nº 464/2012.
",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade,  concordando com o Corpo Técnico e discordando do Ministério Público de Contas e acolhendo integralmente a proposta de voto do Conselheiro Relator, julgar pelo:

a) REGISTRO EXCEPCIONAL DO ATO DE ADMISSÃO, com supedâneo nos artigos 71, inciso III, da Constituição Federal, 53, inciso III, da Constituição Estadual, e no art. 95, I, da Lei Complementar Estadual nº 464/2012, e nos termos da Súmula nº 26 desta Corte de Contas; 
b) Deverá ser realizada apenas a publicação desta Decisão no Diário Oficial do TCE/RN, tendo em vista que não se fazem presentes quaisquer das situações elencadas no art. 47, parágrafo único, da LCE nº 464/2012.",
"
Vistos, relatados e discutidos estes autos, em consonância com o posicionamento do Corpo Técnico e do Ministério Público de Contas, ACORDAM os Conselheiros, nos termos da proposta de voto proferida pelo Conselheiro Relator, julgar:

a. Pela irregularidade da matéria, com fulcro no artigo 75, I, da Lei Complementar Estadual nº 464/2012;
b. Pela aplicação de multa no valor de R$ 2.500,00 (dois mil e quinhentos reais) ao Sr. Diego Miranda Fonseca, gestor responsável, à época, na forma do art. 6º, I, “a”, da Resolução nº 022/2020 – TCE.

Registrando-se, por fim, que as irregularidades identificadas no presente processo não ensejam a inclusão do gestor na lista encaminhada à Justiça Eleitoral, por se tratar tão somente de atrasos no envio obrigatório de documentos a esta Corte de Contas, nos termos do disposto na Súmula nº 29 do TCE/RN.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhado ao posicionamento do Corpo Técnico e do Ministério Público de Contas, e acolhendo integralmente a proposta de voto do Conselheiro Relator, julgar  pelo:
    a) REGISTRO EXCEPCIONAL DO ATO DE ADMISSÃO, com supedâneo nos artigos 71, inciso III, da Constituição Federal, 53, inciso III, da Constituição Estadual, e no art. 95, I, da Lei Complementar Estadual nº 464/2012, e nos termos da Súmula nº 26 desta Corte de Contas.

Deverá ser realizada apenas a publicação desta Decisão no Diário Oficial do TCE/RN, tendo em vista que não se faz presente quaisquer das situações elencadas no art. 47, parágrafo único, da LCE nº 464/2012.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, nos termos das manifestações da unidade instrutiva e do Parquet, acolhendo integralmente a proposta de voto da Conselheira Substituta Relatora, julgar pelo REGISTRO DO ATO APOSENTADOR. 

Substrato de validade: art. 71 III da Constituição da República c/c art. 95 I da LC nº 464/2012 c/c art. 312 §3° da regra regimental atual, com ressalva apenas em relação à falha de natureza meramente formal detectada no que concerne ao fundamento jurídico do ato, o que não impede o registro, quão menos, anotação da despesa correlata. 

DECIDEM, ainda, para facilitar a corrigenda, pelo envio das cópias da informação técnica, da proposta de voto e desta decisão ao gestor do instituto previdenciário.

Finalmente, por ampla divulgação desta decisão em atenção à efetividade do direito fundamental individual de acesso à informação.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com a informação de auditoria e o parecer ministerial, acolhendo integralmente a proposta de voto da Conselheira Substituta Relatora, julgar pelo REGISTRO DO ATO DE ADMISSÃO nos termos do art. 71 III da Constituição da República em diálogo com art. 53 III da Constituição Estadual e art.95 I da LCE nº 464/2012.

Finalmente, por ampla divulgação desta decisão em atenção à efetividade do direito fundamental individual de acesso à informação (art. 5º XXXIII da Lei Política vigente).",
"Vistos, relatados e discutidos estes autos, em consonância com entendimento do Corpo Técnico e do Parecer do Ministério Público de Contas, ACORDAM os Conselheiros, nos termos da proposta de voto proferida pelo Conselheiro Substituto Relator, julgar nos seguintes termos:
	
1.	Pela APLICAÇÃO DE MULTA no valor de R$1.000,00 (mil reais) para o então gestor responsável, à época dos fatos, pelo Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte - IPERN, senhor Nereu Batista Linhares, nos termos do artigo 107, inciso II, alínea “f”, da Lei Complementar Estadual nº 464/2012 c/c o artigo 323, inciso II, alínea `f`, do Regimento Interno desta Casa, em virtude do descumprimento de determinação do Tribunal (Decisão nº 454/2020 – TC, evento 28);
2.	Pela INTIMAÇÃO da referida autoridade competente nominada, a fim de que tome conhecimento desta decisão e, se for o caso, apresente recurso no prazo regimental;
3.	Pela RENOVAÇÃO DA DETERMINAÇÃO constante na decisão retro, estipulando o prazo de 60 (sessenta) dias, após o trânsito em julgado, para que o IPERN, no seu atual gestor, no uso de suas atribuições, regularize a situação noticiada nos autos, pontuada na fundamentação deste voto, sob pena de imposição de multa diária, nos termos do artigo 110, da Lei Complementar nº 464/2012.

Por fim, esclarecem ao órgão de origem que a denegação ora declarada não enseja a suspensão do pagamento dos proventos de aposentadoria do interessado, mas tão somente demanda a sua correção consoante as determinações expostas anteriormente. ",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Parecer do Ministério Público de Contas, acolhendo integralmente a proposta de voto proferida pelo Conselheiro Substituto Relator, julgar pelo:
 
a) REGISTRO DO ATO CONCESSIVO DA APOSENTADORIA, em razão do cumprimento de todos os requisitos exigidos pela legislação, nos termos do artigo 1º, inciso III, da Lei Complementar nº 464/2012. 

Por fim, ressaltam que deverá ser realizada apenas a publicação desta Decisão no Diário Oficial do TCE/RN, tendo em vista que não se faz presente quaisquer das situações elencadas no art. 47, parágrafo único, da LCE nº 464/2012. ",
"Vistos, relatados e discutidos estes autos, considerando a manifestação emitida pelo Corpo Técnico e o parecer do Ministério Público junto a esta Corte, ACORDAM os Conselheiros, nos termos da proposta de voto proferida pelo Conselheiro Substituto Relator, julgar nos seguintes termos:
	
1.	Pela APLICAÇÃO DE MULTA no valor de R$1.000,00 (mil reais) para o então gestor responsável, à época dos fatos, pelo Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte - IPERN, senhor Nereu Batista Linhares, nos termos do artigo 107, inciso II, alínea “f”, da Lei Complementar Estadual nº 464/2012 c/c o artigo 323, inciso II, alínea `f`, do Regimento Interno desta Casa, em virtude do descumprimento de determinação do Tribunal (Decisão nº 377/2020 – TC);
2.	Pela INTIMAÇÃO da referida autoridade competente nominada, a fim de que tome conhecimento desta decisão e, se for o caso, apresente recurso no prazo regimental;
3.	Pela RENOVAÇÃO DA DETERMINAÇÃO constante na decisão retro, estipulando o prazo de 60 (sessenta) dias, após o trânsito em julgado, para que o IPERN, no seu atual gestor, no uso de suas atribuições, regularize a situação noticiada nos autos, pontuada na fundamentação deste voto, sob pena de imposição de multa diária, nos termos do artigo 110, da Lei Complementar nº 464/2012.

Por fim, esclarecem ao órgão de origem que a denegação ora declarada não enseja a suspensão do pagamento dos proventos de aposentadoria do interessado, mas tão somente demanda a sua correção consoante as determinações expostas anteriormente. ",
"Vistos, relatados e discutidos estes autos, em consonância com entendimento do Corpo Técnico e do Parecer do Ministério Público de Contas,  ACORDAM os Conselheiros, nos termos da proposta de voto proferida pelo Conselheiro Substituto Relator, julgar nos seguintes termos: 

1. Pela APLICAÇÃO DE MULTA no valor de R$1.000,00 (mil reais) para o então gestor responsável, à época dos fatos, pelo Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte - IPERN, senhor Nereu Batista Linhares, nos termos do artigo 107, inciso II, alínea “f”, da Lei Complementar Estadual nº 464/2012 c/c o artigo 323, inciso II, alínea `f`, do Regimento Interno desta Casa, em virtude do descumprimento de determinação do Tribunal (Decisão nº 482/2020 – TC); 
2. Pela INTIMAÇÃO da referida autoridade competente nominada, a fim de que tome conhecimento desta decisão e, se for o caso, apresente recurso no prazo regimental; 
3. Pela RENOVAÇÃO DA DETERMINAÇÃO constante na decisão retro, estipulando o prazo de 60 (sessenta) dias, após o trânsito em julgado, para que o IPERN, no seu atual gestor, no uso de suas atribuições, regularize a situação noticiada nos autos, pontuada na fundamentação deste voto, sob pena de imposição de multa diária, nos termos do artigo 110, da Lei Complementar nº 464/2012. 

Por fim, esclarecem ao órgão de origem que a denegação ora declarada não enseja a suspensão do pagamento dos proventos de aposentadoria do interessado, mas tão somente demanda a sua correção consoante as determinações expostas anteriormente.",
"Vistos, relatados e discutidos estes autos, em consonância com entendimento do Corpo Técnico e do Parecer do Ministério Público de Contas,  ACORDAM os Conselheiros, nos termos da proposta de voto proferida pelo Conselheiro Substituto Relator, julgar nos seguintes termos: 

1. Pela APLICAÇÃO DE MULTA no valor de R$1.000,00 (mil reais) para o então gestor responsável, à época dos fatos, pelo Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte - IPERN, senhor Nereu Batista Linhares, nos termos do artigo 107, inciso II, alínea “f”, da Lei Complementar Estadual nº 464/2012 c/c o artigo 323, inciso II, alínea `f`, do Regimento Interno desta Casa, em virtude do descumprimento de determinação do Tribunal (Decisão nº 179/2020 – TC); 
2. Pela INTIMAÇÃO da referida autoridade competente nominada, a fim de que tome conhecimento desta decisão e, se for o caso, apresente recurso no prazo regimental; 
3. Pela RENOVAÇÃO DA DETERMINAÇÃO constante na decisão retro, estipulando o prazo de 60 (sessenta) dias, após o trânsito em julgado, para que o IPERN, no seu atual gestor, no uso de suas atribuições, regularize a situação noticiada nos autos, pontuada na fundamentação deste voto, sob pena de imposição de multa diária, nos termos do artigo 110, da Lei Complementar nº 464/2012. 

Por fim, esclarecem ao órgão de origem que a denegação ora declarada não enseja a suspensão do pagamento dos proventos de aposentadoria do interessado, mas tão somente demanda a sua correção consoante as determinações expostas anteriormente.",
"Vistos, relatados e discutidos estes autos, em consonância com o entendimento do Corpo Técnico e do Parecer do Ministério Público de Contas,  ACORDAM os Conselheiros, nos termos da proposta de voto proferida pelo Conselheiro Substituto Relator, julgar nos seguintes termos: 

1. Pela APLICAÇÃO DE MULTA no valor de R$1.000,00 (mil reais) para o então gestor responsável, à época dos fatos, pelo Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte - IPERN, senhor Nereu Batista Linhares, nos termos do artigo 107, inciso II, alínea “f”, da Lei Complementar Estadual nº 464/2012 c/c o artigo 323, inciso II, alínea `f`, do Regimento Interno desta Casa, em virtude do descumprimento de determinação do Tribunal (Decisão nº 180/2020 – TC); 
2. Pela INTIMAÇÃO da referida autoridade competente nominada, a fim de que tome conhecimento desta decisão e, se for o caso, apresente recurso no prazo regimental; 
3. Pela RENOVAÇÃO DA DETERMINAÇÃO constante na decisão retro, estipulando o prazo de 60 (sessenta) dias, após o trânsito em julgado, para que o IPERN, no seu atual gestor, no uso de suas atribuições, regularize a situação noticiada nos autos, pontuada na fundamentação deste voto, sob pena de imposição de multa diária, nos termos do artigo 110, da Lei Complementar nº 464/2012. 

Por fim, esclarecem ao órgão de origem que a denegação ora declarada não enseja a suspensão do pagamento dos proventos de aposentadoria do interessado, mas tão somente demanda a sua correção consoante as determinações expostas anteriormente.
",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Parecer do Ministério Público de Contas, acolhendo integralmente a proposta de voto proferida pelo Conselheiro Substituto Relator, julgar pelo: 

a) REGISTRO DO ATO CONCESSIVO DA APOSENTADORIA, em razão do cumprimento de todos os requisitos exigidos pela legislação, nos termos do artigo 1º, inciso III, da Lei Complementar nº 464/2012. 

Por fim, ressaltam que deverá ser realizada apenas a publicação desta Decisão no Diário Oficial do TCE/RN, tendo em vista que não se faz presente quaisquer das situações elencadas no art. 47, parágrafo único, da LCE nº 464/2012.
",
"Vistos, relatados e discutidos estes autos, em consonância com o entendimento do Corpo Técnico e do Parecer do Ministério Público de Contas,  ACORDAM os Conselheiros, nos termos da proposta de voto proferida pelo Conselheiro Substituto Relator, julgar nos seguintes termos: 

1. Pela APLICAÇÃO DE MULTA no valor de R$1.000,00 (mil reais) para o então gestor responsável, à época dos fatos, pelo Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte - IPERN, senhor Nereu Batista Linhares, nos termos do artigo 107, inciso II, alínea “f”, da Lei Complementar Estadual nº 464/2012 c/c o artigo 323, inciso II, alínea `f`, do Regimento Interno desta Casa, em virtude do descumprimento de determinação do Tribunal (Decisão nº 472/2020 – TC); 
2. Pela INTIMAÇÃO da referida autoridade competente nominada, a fim de que tome conhecimento desta decisão e, se for o caso, apresente recurso no prazo regimental; 
3. Pela RENOVAÇÃO DA DETERMINAÇÃO constante na decisão retro, estipulando o prazo de 60 (sessenta) dias, após o trânsito em julgado, para que o IPERN, no seu atual gestor, no uso de suas atribuições, regularize a situação noticiada nos autos, pontuada na fundamentação deste voto, sob pena de imposição de multa diária, nos termos do artigo 110, da Lei Complementar nº 464/2012. 

Por fim, esclarecem ao órgão de origem que a denegação ora declarada não enseja a suspensão do pagamento dos proventos de aposentadoria do interessado, mas tão somente demanda a sua correção consoante as determinações expostas anteriormente.
",
"Vistos, relatados e discutidos estes autos, em consonância com o entendimento do Corpo Técnico e do Parecer do Ministério Público de Contas,  ACORDAM os Conselheiros, nos termos da proposta de voto proferida pelo Conselheiro Substituto Relator, julgar nos seguintes termos: 

1. Pela APLICAÇÃO DE MULTA no valor de R$1.000,00 (mil reais) para o então gestor responsável, à época dos fatos, pelo Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte - IPERN, senhor Nereu Batista Linhares, nos termos do artigo 107, inciso II, alínea “f”, da Lei Complementar Estadual nº 464/2012 c/c o artigo 323, inciso II, alínea `f`, do Regimento Interno desta Casa, em virtude do descumprimento de determinação do Tribunal (Decisão nº 179/2020 – TC); 
2. Pela INTIMAÇÃO da referida autoridade competente nominada, a fim de que tome conhecimento desta decisão e, se for o caso, apresente recurso no prazo regimental; 
3. Pela RENOVAÇÃO DA DETERMINAÇÃO constante na decisão retro, estipulando o prazo de 60 (sessenta) dias, após o trânsito em julgado, para que o IPERN, no seu atual gestor, no uso de suas atribuições, regularize a situação noticiada nos autos, pontuada na fundamentação deste voto, sob pena de imposição de multa diária, nos termos do artigo 110, da Lei Complementar nº 464/2012. 

Por fim, esclarecem ao órgão de origem que a denegação ora declarada não enseja a suspensão do pagamento dos proventos de aposentadoria do interessado, mas tão somente demanda a sua correção consoante as determinações expostas anteriormente.
",
