token,label_original,label_sugerido,confianca,sentenca_idx,contexto
Corte,O,I-RECOMENDACAO,0.8263129513675193,305,"– SECEX desta Corte de Contas, que"
de,O,I-RECOMENDACAO,0.8269870612349371,305,recomendar a Secretaria de Controle Externo –
do,O,I-MULTA,0.839076657753308,430,publicação dos RREOs do 1º ao 5º
ressarcimento,B-RESSARCIMENTO,I-RESSARCIMENTO,0.760282879495675,796,ao dever de ressarcimento ao erário do
alínea,I-OBRIGACAO,I-MULTA,0.835512542162013,336,"323, inciso II, alínea `f`, do Novel"
de,O,I-MULTA,0.8362955527876273,715,"Carlindson Onofre Pereira de Melo, no valor"
as,O,I-OBRIGACAO,0.8219869302137911,629,"desta Decisão, adote as providências abaixo descritas,"
da,O,I-RECOMENDACAO,0.7871140843202915,685,assegurar o controle da despesa de caráter
ela,O,I-RECOMENDACAO,0.8260162938971639,236,"Unidades Técnicas a ela vinculadas. Ainda, pela"
–,O,I-RECOMENDACAO,0.8184535913935143,305,de Controle Externo – SECEX desta Corte
medidas,O,I-RECOMENDACAO,0.6377960359679833,397,que adote das medidas necessárias à melhoria
consumação,O,I-RECOMENDACAO,0.8154390531910372,305,a impedir a consumação de prescrição nas
comprovem,B-OBRIGACAO,I-OBRIGACAO,0.7914056493394954,593,"processo legal; (a.ii) comprovem neste feito, em"
mil),I-RESSARCIMENTO,I-MULTA,0.8409331307962796,836,"R$ 14.000,00 (quatorze mil) reais diante a"
de,O,I-OBRIGACAO,0.7051861096945492,250,os respectivos planos de cargos e salários.
do,O,I-MULTA,0.8404028856533743,716,"reais), em desfavor do Sr. Bruno de"
multa,B-MULTA,I-OBRIGACAO,0.2183443739057029,830,b) Aplicação de multa no valor total
multa,B-MULTA,I-OBRIGACAO,0.2183443739057029,802,– TCE; b.2) multa no montante de
à,O,I-OBRIGACAO,0.7853153927510759,849,anterior; c) imposição à Sra. Iracema Pereira
"promovam,",B-OBRIGACAO,I-OBRIGACAO,0.6098689553746449,593,"para que: (a.i) promovam, no prazo de"
ressarcimento,B-RESSARCIMENTO,I-RESSARCIMENTO,0.7390673545152117,795,ao dever de ressarcimento do valor total
ao,O,I-MULTA,0.791855303376262,464,"de ofício, quanto ao atraso no envio"
anterior;,O,I-OBRIGACAO,0.8233021452886836,628,mencionado no item anterior; e) pela desnecessidade
Resolução,O,I-MULTA,0.8350541505459727,196,artigo 29 da Resolução nº 04/2013-TCE. Por
ressarcir,B-RESSARCIMENTO,I-RESSARCIMENTO,0.8044917393706255,784,"464/2012, devendo este ressarcir ao erário a"
comprovação,I-RESSARCIMENTO,I-MULTA,0.8348620959471345,836,diante a não comprovação do pagamento dos
desta,O,I-RECOMENDACAO,0.7322896333321288,305,"Externo – SECEX desta Corte de Contas,"
seis,I-MULTA,I-RESSARCIMENTO,0.8098972698541319,855,"e cinqüenta e seis reais), pelo atraso"
pagamento,O,I-RESSARCIMENTO,0.8127268186652755,832,que resultou no pagamento indevido da supracitada
do,O,I-OBRIGACAO,0.828382256033,530,"também, a intimação do órgão gestor previdenciário,"
do,O,I-OBRIGACAO,0.6817518585561702,215,b) Pela assinatura do prazo de 18
João,B-OBRIGACAO,I-OBRIGACAO,0.8096076627941331,215,"gestor, o Sr. João Maria Montenegro, para"
vinculadas.,O,I-RECOMENDACAO,0.8198818454065144,236,"Técnicas a ela vinculadas. Ainda, pela remessa"
de,I-OBRIGACAO,I-RESSARCIMENTO,0.6530550930138371,818,"aula, no exercício de 2013, devendo o"
instrução,I-MULTA,I-RESSARCIMENTO,0.579986324178412,818,detectadas durante a instrução processual; . II
cada,I-RESSARCIMENTO,I-OBRIGACAO,0.69799653496377,849,"de 14/12/2017, respondendo cada beneficiário de forma"
despesa,O,I-RESSARCIMENTO,0.7776171198932266,831,diárias (elemento de despesa nº 339014) e
ressarcir,B-RESSARCIMENTO,I-RESSARCIMENTO,0.7864293705841698,797,Brasil de Carvalho ressarcir ao erário o
Controle,O,I-RECOMENDACAO,0.8190886837219851,236,à Secretaria de Controle Externo – SECEX
(cinco,I-MULTA,I-RESSARCIMENTO,0.8163501787195834,223,"quantia de R$5.897,95 (cinco mil oitocentos e"
obrigação,O,I-MULTA,0.8356197179371555,716,vez descumprida a obrigação objetiva consignada no
Evento,I-RECOMENDACAO,I-OBRIGACAO,0.5500753327951462,543,monitoramento aportado no Evento 40); III -
"20.000,00",I-OBRIGACAO,I-MULTA,0.7890208171924584,495,"limite de R$ 20.000,00 (vinte mil reais),"
ressarcimento,B-RESSARCIMENTO,I-RESSARCIMENTO,0.6821924925820645,839,Cavalcante Dantas ao ressarcimento da quantia total
quantia,I-RESSARCIMENTO,I-MULTA,0.8324759544250401,836,"2. Ressarcimentos na quantia de R$ 14.000,00"
consumação,O,I-RECOMENDACAO,0.817049244313241,212,a impedir a consumação de prescrição nas
Secretários,I-MULTA,I-RESSARCIMENTO,0.8200006610907574,223,Gratificação Natalina aos Secretários Municipais sem previsão
a,I-MULTA,I-RESSARCIMENTO,0.49933328371144564,818,formais detectadas durante a instrução processual; .
atualizado,I-MULTA,I-RESSARCIMENTO,0.8049555268299952,223,"o valor máximo, atualizado pela Portaria nº"
pela,I-MULTA,I-RESSARCIMENTO,0.7633906315490286,223,"valor máximo, atualizado pela Portaria nº 024/2024"
adoção,O,I-RECOMENDACAO,0.7549047441110791,685,"do RN, a adoção de procedimentos a"
no,O,I-MULTA,0.832388203733649,716,"obrigação objetiva consignada no art. 10, caput"
do,I-MULTA,I-RESSARCIMENTO,0.8178538758564226,800,"do valor atualizado do débito, com fulcro"
que,O,I-RECOMENDACAO,0.8144560618180732,236,"Corte de Contas, que adote procedimentos com"
próprio,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,no regime jurídico próprio e observância aos
conclusão,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,da instauração e conclusão de processos administrativos
de,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"como a compatibilidade de horários, para aqueles"
princípios,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,e observância aos princípios do contraditório e
contraditório,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,aos princípios do contraditório e da ampla
e,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"princípios do contraditório e da ampla defesa,"
"acumulações,",I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"e legalidade das acumulações, bem como a"
a,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"acumulações, bem como a compatibilidade de horários,"
há,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"em que não há vedação à acumulação,"
vedação,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"que não há vedação à acumulação, ou"
ou,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"vedação à acumulação, ou por meio da"
não,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,os servidores indicados não mais integram os
os,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,não mais integram os seus quadros; h)
seus,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,mais integram os seus quadros; h) quanto
observância,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,jurídico próprio e observância aos princípios do
instauração,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,da evidenciação da instauração e conclusão de
n.º,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,608,Lei Complementar Estadual n.º 464/2012. Transcorrido o
Dantas,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"e Lúcia Maria Dantas Bezerra, por meio"
"Executivo,",I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"Chefe do Poder Executivo, de realizarem novas"
realizarem,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"Poder Executivo, de realizarem novas contratações temporárias"
pena,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"da irregularidade, sob pena de multa de"
reais),I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"R$ 1.000,00 (mil reais) por cada contratação"
prazo,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,pela fixação de prazo para que o
de,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,que o Município de Lagoa Nova e
Lagoa,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,o Município de Lagoa Nova e o
no,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,gestor que estiver no exercício do cargo
exercício,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,que estiver no exercício do cargo de
cargo,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,no exercício do cargo de Chefe do
no,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"do Poder Executivo, no prazo de 120"
120,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,no prazo de 120 (cento e vinte)
e,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"de 120 (cento e vinte) dias úteis,"
demonstrem,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,e informações que demonstrem a adoção de
adoção,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,que demonstrem a adoção de medidas saneadoras
saneadoras,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,adoção de medidas saneadoras relativamente às acumulações
estipulo,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"acima (item g), estipulo que as conclusões"
públicos,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,acumulações de cargos públicos dos servidores José
Lenilson,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,dos servidores José Lenilson Guilherme e Lúcia
da,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"Bezerra, por meio da evidenciação da instauração"
conclusões,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,estipulo que as conclusões dos processos administrativos
e,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,em multa diária e pessoal ao Município
instaurados,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,dos processos administrativos instaurados devem ser comprovadas
"meses,",I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"de 18 (dezoito) meses, a contar da"
"Decisão,",I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"da intimação desta Decisão, ao Município de"
ao,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"intimação desta Decisão, ao Município de Lagoa"
Poder,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"de Chefe do Poder Executivo, para saneamento"
infração,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,para saneamento da infração relacionada aos cargos
relacionada,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,saneamento da infração relacionada aos cargos comissionados
de,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,aos cargos comissionados de Contador e de
sob,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"Assessor Jurídico CTN2, sob pena de multa"
diária,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,pena de multa diária no importe de
importe,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"multa diária no importe de R$ 500,00"
"20.000,00",I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"limite de R$ 20.000,00 (vinte mil reais),"
valor,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"(vinte mil reais), valor esse passível de"
de,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"valor esse passível de revisão, a ser"
apurado,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"revisão, a ser apurado por ocasião de"
ocasião,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,ser apurado por ocasião de eventual subsistência
subsistência,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,ocasião de eventual subsistência de mora; j)
de,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,de eventual subsistência de mora; j) pela
"úteis,",I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"30 (trinta) dias úteis, também a contar"
o,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"Decisão, para que o Município de Lagoa"
(dezoito),I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"prazo de 18 (dezoito) meses, a contar"
mora;,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,eventual subsistência de mora; i) pela estipulação
subsistência,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,ocasião de eventual subsistência de mora; i)
de,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,apurado por ocasião de eventual subsistência de
05,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"autos, em até 05 dias úteis após"
sob,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"definição dos processos, sob pena de, não"
tais,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"de, não cumprindo tais obrigações nos prazos"
obrigações,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,não cumprindo tais obrigações nos prazos antes
prazos,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"tais obrigações nos prazos antes referidos, incidir"
de,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,exercício do cargo de Chefe do Poder
pessoal,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,multa diária e pessoal ao Município de
Lagoa,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,ao Município de Lagoa Nova e ao
Nova,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,Município de Lagoa Nova e ao gestor
dos,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,que as conclusões dos processos administrativos instaurados
e,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,de Lagoa Nova e ao gestor que
gestor,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,Nova e ao gestor que estiver no
estiver,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,ao gestor que estiver no exercício do
valor,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"Poder Executivo, no valor de R$ 500,00"
mil,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"R$ 20.000,00 (vinte mil reais), com base"
"464/2012,",I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"da LCE nº 464/2012, valor esse passível"
esse,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"nº 464/2012, valor esse passível de revisão,"
passível,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"464/2012, valor esse passível de revisão, a"
"revisão,",I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"esse passível de revisão, a ser apurado"
a,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"passível de revisão, a ser apurado por"
ao,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,Lagoa Nova e ao gestor que estiver
no,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,gestor que estiver no exercício do cargo
até,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"de R$ 500,00, até o limite de"
Lagoa,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,ao Município de Lagoa Nova e ao
conclusão,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,úteis subsequentes à conclusão integral das obras
integral,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,subsequentes à conclusão integral das obras e
ocorrer,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"constatadas, o que ocorrer primeiro, mediante registros"
mediante,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"que ocorrer primeiro, mediante registros fotográficos, relatórios"
Ramalho,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"Escola Municipal Aida Ramalho Cortez, devendo, também"
mesmo,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"ser demonstrado no mesmo prazo, ou, nos"
"prazo,",I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"demonstrado no mesmo prazo, ou, nos 5"
"ou,",I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"no mesmo prazo, ou, nos 5 (cinco)"
(cinco),I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"ou, nos 5 (cinco) dias úteis posteriores"
dias,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,nos 5 (cinco) dias úteis posteriores à
que,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"à conclusão, o que ocorrer primeiro, o"
cumprimento,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"ocorrer primeiro, o cumprimento do que foi"
que,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,o cumprimento do que foi estabelecido nas
apresentação,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"supra, com a apresentação nos autos do"
autos,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,a apresentação nos autos do Diagnóstico e
do,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,apresentação nos autos do Diagnóstico e do
e,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,autos do Diagnóstico e do Plano de
"Ação,",I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"do Plano de Ação, o qual deverá"
deverá,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"Ação, o qual deverá contemplar as providências"
à,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,dias úteis subsequentes à conclusão integral das
na,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,o prazo previsto na alínea “a” supra
previsto,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,ultimado o prazo previsto na alínea “a”
o,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,úteis após ultimado o prazo previsto na
ocasião,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,88,ser apurado por ocasião de eventual subsistência
de,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,88,apurado por ocasião de eventual subsistência de
temporárias,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,230,realizarem novas contratações temporárias até o saneamento
até,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,230,novas contratações temporárias até o saneamento da
de,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,230,"irregularidade, sob pena de aplicação de nova"
de,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,230,pena de aplicação de nova multa de
multa,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,230,"aplicação de nova multa de R$ 1.000,00"
de,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,230,"de nova multa de R$ 1.000,00 por"
cada,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,230,"R$ 1.000,00 por cada contratação; vi) pela"
diagnóstico,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,ser identificados no diagnóstico que será realizado
prazo,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,230,"determinação para, no prazo de 30 (trinta)"
por,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,230,"demonstrem nos autos, por meio de expedição"
suspensão,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,230,"Diário Oficial, a suspensão de novas contratações"
sob,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,230,"novas contratações temporárias, sob pena de aplicação"
de,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,230,"temporárias, sob pena de aplicação de nova"
nova,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,230,de aplicação de nova multa diária e
importe,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,230,"e pessoal no importe de R$ 1.000,00;"
de,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,230,"pessoal no importe de R$ 1.000,00; vii)"
(cinco),I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"autos, nos 05 (cinco) dias úteis após"
úteis,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,05 (cinco) dias úteis após ultimado o
intimação,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,230,"a contar da intimação deste Acórdão, o"
estiver,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,ao gestor que estiver no exercício do
escolas,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,será realizado nas escolas não visitadas pela
prazo,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"deste TCE, no prazo de até mais"
deverão,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,do Poder Executivo deverão apresentar a este
para,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,Tribunal um plano para enfrentamento e eliminação
eliminação,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,para enfrentamento e eliminação da irregularidade relacionada
às,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,da irregularidade relacionada às contratações temporárias realizadas
temporárias,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,relacionada às contratações temporárias realizadas sem amparo
constitucional,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"realizadas sem amparo constitucional e legal, contendo"
observar,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,cronograma que deve observar o prazo máximo
para,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,prazo máximo aludido para solução definitiva (18
sob,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"(18 meses), também sob pena de multa"
importe,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"gestor responsável no importe de R$ 500,00,"
de,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"responsável no importe de R$ 500,00, até"
de,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,que o Município de Lagoa Nova e
(vinte,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"de R$ 20.000,00 (vinte mil reais), com"
com,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"(vinte mil reais), com base no art."
"110,",I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"base no art. 110, da LCE nº"
nº,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"110, da LCE nº 464/2012, valor esse"
"464/2012,",I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"da LCE nº 464/2012, valor esse passível"
esse,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"nº 464/2012, valor esse passível de revisão,"
por,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,a ser apurado por ocasião de eventual
cargo,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,no exercício do cargo de Chefe do
que,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,e ao gestor que estiver no exercício
de,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"decisão, ao Município de Lagoa Nova e"
de,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,de eventual subsistência de mora. Fica ainda
(cento,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,até mais 180 (cento e oitenta) dias
oitenta),I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"180 (cento e oitenta) dias corridos, mediante"
sob,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"outros documentos pertinentes, sob pena de, não"
pena,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"documentos pertinentes, sob pena de, não cumprindo"
não,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"sob pena de, não cumprindo tais obrigações,"
"obrigações,",I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"não cumprindo tais obrigações, nos prazos antes"
multa,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"antes referidos, incidir multa diária e pessoal"
cada,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,e pessoal a cada um dos gestores
R$,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"no valor de R$ 200,00 (duzentos reais)"
visitadas,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,nas escolas não visitadas pela equipe deste
dia,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,(duzentos reais) por dia que superar o
"fixado,",I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"o interregno aqui fixado, com base no"
com,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"interregno aqui fixado, com base no art."
Complementar,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"110 da Lei Complementar Estadual nº 464/2012,"
valor,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"Estadual nº 464/2012, valor esse passível de"
de,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"valor esse passível de revisão, limitado ao"
no,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"ao teto previsto no art. 323, inciso"
art.,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"teto previsto no art. 323, inciso II,"
"323,",I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"previsto no art. 323, inciso II, alínea"
alínea,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"323, inciso II, alínea `b`, do Regimento"
superar,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,por dia que superar o interregno aqui
estiver,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,o gestor que estiver no exercício do
previsto,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,408,"limitado ao teto previsto no art. 323,"
subsistência,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,ocasião de eventual subsistência de mora; k)
"§2º,",I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,608,"o art. 33, §2º, incisos I, II"
do,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"no art. 288, do Regimento Interno do"
no,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,de multa diária no importe de R$
"500,00",I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"importe de R$ 500,00 (LOTCE/RN, art. 110),"
(vinte,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"de R$ 20.000,00 (vinte mil reais), valor"
mil,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"R$ 20.000,00 (vinte mil reais), valor esse"
novas,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,594,"Galvão, de realizarem novas contratações temporárias até"
de,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"valor esse passível de revisão, a ser"
Resolução,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,608,"e III, da Resolução n. 011/2016-TC; 3)"
de,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,594,"temporárias, sob pena de aplicação de nova"
Sra.,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,594,"à gestora responsável, Sra. Hosanira Galvão, de"
a,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"passível de revisão, a ser apurado por"
ocasião,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,ser apurado por ocasião de eventual subsistência
